age,income,education,gender,hours_per_week,occupation,marital_status,health_condition
56,37477.9213674427,Bachillerato,Femenino,56.0,Estudiante,Casado,Regular
63,57688.444121264285,Maestría,Otro,27.0,nan,Casado,Regular
55,24727.363743300022,Bachillerato,Masculino,57.0,Estudiante,Divorciado,Mala
55,,Doctorado,Masculino,49.0,Ingeniero,Viudo,Regular
22,56446.76943275163,Bachillerato,Femenino,21.0,Ama de casa,Soltero,Buena
52,59989.30804738111,Bachillerato,Masculino,34.0,Ingeniero,Soltero,Buena
40,34453.870374833416,Universitario,Otro,,Estudiante,Soltero,Mala
48,37513.86893534662,Universitario,Masculino,34.0,Estudiante,Viudo,Regular
51,53325.47795615281,Doctorado,Femenino,49.0,Doctor,Casado,Mala
45,57578.52469458514,Doctorado,Femenino,31.0,Ingeniero,Viudo,Regular
25,42669.437397800284,Bachillerato,Otro,38.0,Comerciante,Viudo,Regular
31,48259.954319869576,Universitario,Otro,28.0,Artista,Casado,Mala
43,60894.606119021,Universitario,Otro,56.0,Doctor,Viudo,Buena
55,68306.16760219599,Universitario,Otro,42.0,Doctor,Casado,Mala
49,52686.23839534665,Maestría,Femenino,52.0,Comerciante,Casado,Regular
54,65987.95435413995,Bachillerato,Femenino,35.0,nan,Casado,Regular
57,54466.63174638358,Universitario,Masculino,51.0,Ingeniero,Soltero,Mala
26,41184.99755954349,Doctorado,Femenino,44.0,Ingeniero,Soltero,Buena
36,38356.35239664093,Maestría,Masculino,58.0,Doctor,Casado,Regular
38,42261.759283399144,Bachillerato,Masculino,55.0,Ingeniero,Casado,Mala
43,53848.654160966704,Doctorado,Otro,32.0,Comerciante,Soltero,Buena
57,63214.240272075695,Maestría,Otro,24.0,nan,Soltero,Mala
47,62647.07160434012,Bachillerato,Femenino,22.0,Comerciante,Divorciado,Buena
20,43959.36626119824,Doctorado,Femenino,31.0,Estudiante,Casado,Regular
58,47326.046039897345,Maestría,Femenino,41.0,Comerciante,Casado,Mala
35,47618.09618590267,Doctorado,Masculino,30.0,Comerciante,Divorciado,Regular
58,70007.64913977699,Bachillerato,Otro,33.0,Estudiante,Soltero,Buena
57,28090.640128806102,Doctorado,Femenino,20.0,nan,Soltero,Mala
51,19431.997710368007,Universitario,Femenino,31.0,Doctor,Viudo,Regular
21,47789.98264860686,Bachillerato,Femenino,33.0,nan,Casado,Regular
44,66928.68740204257,Bachillerato,Otro,56.0,Comerciante,Casado,Regular
42,43669.774581484526,Universitario,Femenino,54.0,Estudiante,Viudo,Buena
48,69299.59661036325,Doctorado,Masculino,45.0,nan,Viudo,Regular
19,46606.905818196385,Maestría,Masculino,38.0,nan,Viudo,Buena
60,,Doctorado,Masculino,57.0,Ama de casa,Divorciado,Mala
36,38244.11925766007,Universitario,Otro,56.0,Estudiante,Viudo,Buena
25,61785.524261018,Universitario,Otro,43.0,Ama de casa,Casado,Regular
61,45687.615958758564,Universitario,Otro,50.0,Estudiante,Soltero,Regular
23,39283.12576126073,Bachillerato,Masculino,48.0,nan,Divorciado,Mala
58,26460.217679988687,Bachillerato,Masculino,22.0,Artista,Soltero,Regular
55,57054.14116188844,Doctorado,Femenino,47.0,nan,Soltero,Regular
37,70198.13452343282,Maestría,Otro,59.0,Estudiante,Soltero,Buena
52,66383.9353106983,Doctorado,Masculino,29.0,nan,Casado,Regular
39,54938.51467732042,Maestría,Otro,,Estudiante,Viudo,Mala
54,44903.85597731379,Bachillerato,Masculino,54.0,nan,Viudo,Buena
42,32439.301257941886,Doctorado,Otro,39.0,Doctor,Divorciado,Mala
48,37481.43676901369,Universitario,Masculino,40.0,Ingeniero,Soltero,Mala
19,,Universitario,Femenino,30.0,Ama de casa,Soltero,Mala
18,,Maestría,Femenino,41.0,Ingeniero,Viudo,Regular
42,49762.366357471336,Maestría,Otro,55.0,nan,Divorciado,Buena
63,39899.7204420298,Doctorado,Otro,34.0,Ama de casa,Soltero,Regular
22,58670.458426647165,Maestría,Otro,38.0,Estudiante,Soltero,Mala
18,60546.84866587948,Maestría,Femenino,52.0,Ingeniero,Viudo,Mala
54,49410.076334625985,Universitario,Femenino,39.0,Ingeniero,Casado,Buena
38,,Doctorado,Otro,59.0,Ingeniero,Soltero,Mala
22,55708.95508321871,Doctorado,Masculino,60.0,Artista,Casado,Buena
23,60794.265737747824,Universitario,Otro,40.0,Comerciante,Viudo,Regular
32,53316.11631237635,Maestría,Otro,37.0,Doctor,Divorciado,Buena
40,58573.16518566372,Universitario,Masculino,23.0,Estudiante,Divorciado,Buena
33,,Universitario,Otro,23.0,nan,Soltero,Buena
37,72176.27168206329,Universitario,Femenino,38.0,Artista,Soltero,Buena
30,49457.74184021496,Universitario,Masculino,25.0,Comerciante,Casado,Buena
57,35169.96072113906,Bachillerato,Femenino,29.0,Ama de casa,Viudo,Mala
50,11777.295859904349,Maestría,Masculino,56.0,Comerciante,Casado,Mala
48,70492.7406991677,Universitario,Otro,52.0,Ama de casa,Casado,Mala
38,44791.975952985325,Universitario,Otro,33.0,nan,Viudo,Mala
38,25676.361665623615,Maestría,Femenino,41.0,Comerciante,Casado,Buena
23,19935.784599815273,Bachillerato,Femenino,46.0,Ama de casa,Soltero,Regular
28,53302.01688568227,Doctorado,Femenino,29.0,Ingeniero,Soltero,Buena
42,47423.75616692111,Universitario,Femenino,56.0,Ingeniero,Divorciado,Buena
29,,Bachillerato,Femenino,40.0,Ama de casa,Casado,Buena
39,70880.09593923992,Universitario,Femenino,57.0,Comerciante,Casado,Mala
24,77316.42867206404,Maestría,Femenino,50.0,Ama de casa,Divorciado,Buena
19,40741.48893583783,Bachillerato,Masculino,50.0,Comerciante,Soltero,Regular
31,52172.542998044206,Universitario,Femenino,44.0,Ingeniero,Viudo,Buena
33,42748.911301486194,Bachillerato,Femenino,28.0,Ama de casa,Divorciado,Regular
61,67121.60467466163,Doctorado,Masculino,30.0,Doctor,Viudo,Buena
39,77635.28464640905,Doctorado,Femenino,52.0,Ama de casa,Viudo,Buena
21,71876.95948281183,Maestría,Masculino,59.0,Artista,Viudo,Regular
47,87598.96196667217,Bachillerato,Masculino,60.0,Ingeniero,Soltero,Regular
27,42956.813213713795,Bachillerato,Masculino,50.0,Ama de casa,Soltero,Mala
42,,Doctorado,Otro,26.0,Ama de casa,Casado,Regular
54,41560.575079022965,Universitario,Otro,42.0,Ingeniero,Soltero,Regular
38,79256.6080134151,Universitario,Masculino,28.0,nan,Soltero,Regular
55,56789.51073585195,Universitario,Femenino,41.0,Doctor,Soltero,Mala
64,57395.947491525985,Maestría,Otro,33.0,Doctor,Soltero,Buena
37,59552.3307183966,Maestría,Masculino,56.0,Artista,Soltero,Mala
58,39326.33047411784,Maestría,Otro,45.0,Artista,Casado,Regular
21,63715.06025267812,Doctorado,Femenino,28.0,Estudiante,Divorciado,Mala
55,66011.00765309809,Maestría,Otro,52.0,nan,Casado,Mala
21,27942.012117719456,Maestría,Masculino,,nan,Viudo,Buena
38,47583.68492819936,Maestría,Otro,31.0,Estudiante,Divorciado,Buena
56,51228.10418242362,Bachillerato,Otro,33.0,Artista,Viudo,Buena
48,52248.15254168835,Maestría,Femenino,,nan,Casado,Buena
51,74736.79045698735,Universitario,Femenino,28.0,Ingeniero,Casado,Mala
43,50108.95306362766,Doctorado,Femenino,53.0,nan,Soltero,Buena
59,60805.645515888245,Doctorado,Masculino,40.0,Doctor,Divorciado,Regular
62,67644.14833106962,Maestría,Femenino,32.0,Ama de casa,Soltero,Buena
40,53957.674116595794,Universitario,Masculino,44.0,Artista,Soltero,Regular
55,79986.8501461079,Universitario,Femenino,47.0,Comerciante,Viudo,Buena
20,65265.66666246684,Universitario,Femenino,60.0,Ama de casa,Soltero,Regular
45,54929.21726928916,Maestría,Masculino,,Comerciante,Viudo,Buena
64,,Doctorado,Masculino,20.0,Comerciante,Viudo,Buena
55,47829.7728435521,Maestría,Otro,42.0,Ama de casa,Casado,Regular
46,76462.6153281558,Universitario,Otro,29.0,Estudiante,Divorciado,Buena
53,63390.71601500133,Doctorado,Otro,43.0,Ingeniero,Soltero,Mala
51,57344.62546539916,Maestría,Femenino,56.0,Comerciante,Divorciado,Mala
43,35086.80172758846,Bachillerato,Otro,43.0,Artista,Casado,Regular
28,,Doctorado,Otro,20.0,Ama de casa,Divorciado,Mala
57,52824.19286538191,Universitario,Masculino,27.0,Artista,Viudo,Regular
26,,Maestría,Femenino,59.0,Artista,Soltero,Regular
35,40595.84223097014,Bachillerato,Femenino,35.0,Ingeniero,Casado,Buena
43,38240.80204544372,Doctorado,Masculino,21.0,Doctor,Divorciado,Mala
25,38915.6817877968,Universitario,Femenino,28.0,Estudiante,Soltero,Regular
47,61627.112279182846,Doctorado,Otro,56.0,Ingeniero,Viudo,Regular
57,61690.04307354059,Doctorado,Otro,49.0,Ama de casa,Viudo,Regular
59,57645.31737253775,Bachillerato,Masculino,35.0,Comerciante,Casado,Mala
38,53471.02064043064,Bachillerato,Masculino,42.0,Estudiante,Casado,Buena
51,28997.957659169748,Bachillerato,Otro,57.0,nan,Divorciado,Mala
28,30824.181272542042,Doctorado,Otro,59.0,Ingeniero,Divorciado,Regular
30,55873.686602054266,Universitario,Masculino,31.0,nan,Divorciado,Regular
20,25526.484126464657,Doctorado,Masculino,60.0,Comerciante,Viudo,Mala
50,68806.68997333712,Maestría,Otro,43.0,Ama de casa,Soltero,Buena
42,39121.5172834788,Maestría,Otro,35.0,Artista,Viudo,Buena
23,63779.35578166132,Maestría,Femenino,34.0,Estudiante,Viudo,Mala
37,42400.95441481855,Maestría,Femenino,43.0,Comerciante,Soltero,Buena
18,58047.42134477609,Doctorado,Masculino,33.0,Doctor,Casado,Regular
35,55769.58596983838,Doctorado,Otro,34.0,Artista,Soltero,Mala
41,38586.73348645467,Bachillerato,Masculino,34.0,Ama de casa,Casado,Mala
64,,Maestría,Femenino,58.0,Doctor,Viudo,Mala
38,65805.49806429904,Bachillerato,Masculino,40.0,Artista,Soltero,Mala
54,51859.01002869646,Maestría,Otro,29.0,Doctor,Soltero,Regular
54,40963.076148361855,Universitario,Femenino,30.0,Ama de casa,Soltero,Regular
30,61583.618280860275,Universitario,Otro,35.0,Ingeniero,Casado,Mala
62,59066.25043073775,Bachillerato,Femenino,59.0,Ama de casa,Divorciado,Regular
54,48495.305295879116,Doctorado,Otro,20.0,Ingeniero,Casado,Mala
33,61505.74467280931,Universitario,Femenino,21.0,Ingeniero,Divorciado,Buena
55,41812.23991987068,Doctorado,Otro,39.0,Comerciante,Divorciado,Regular
42,28220.800698709198,Doctorado,Otro,50.0,Ama de casa,Soltero,Buena
63,54156.72650951061,Bachillerato,Femenino,50.0,Doctor,Casado,Regular
38,55278.04606160401,Maestría,Otro,39.0,Comerciante,Casado,Mala
25,50374.28000902656,Doctorado,Otro,28.0,Doctor,Casado,Buena
64,89086.55489386796,Doctorado,Femenino,28.0,Ama de casa,Casado,Mala
41,36294.329365079604,Universitario,Femenino,,Estudiante,Viudo,Buena
38,57827.88686206377,Doctorado,Otro,55.0,Comerciante,Divorciado,Mala
23,,Bachillerato,Masculino,54.0,Estudiante,Viudo,Buena
25,89667.2825439572,Universitario,Masculino,58.0,Artista,Viudo,Regular
54,69750.76833169209,Universitario,Masculino,50.0,Comerciante,Casado,Mala
27,,Doctorado,Otro,26.0,Comerciante,Casado,Regular
23,59890.89134102008,Maestría,Femenino,60.0,Comerciante,Soltero,Buena
43,53585.165151400004,Doctorado,Femenino,43.0,Doctor,Casado,Mala
51,27656.627487765683,Maestría,Masculino,40.0,Doctor,Soltero,Mala
38,59510.201375718876,Doctorado,Masculino,30.0,Artista,Soltero,Buena
18,25414.19749875041,Maestría,Femenino,59.0,Estudiante,Viudo,Buena
51,30986.75246178381,Universitario,Otro,,Ingeniero,Viudo,Mala
37,65649.57526460633,Doctorado,Femenino,50.0,Comerciante,Divorciado,Mala
27,68778.7672368324,Maestría,Femenino,22.0,Doctor,Divorciado,Mala
20,54895.467677502165,Bachillerato,Otro,52.0,Doctor,Viudo,Regular
34,,Doctorado,Femenino,32.0,Ingeniero,Soltero,Regular
41,58278.54903372453,Maestría,Femenino,42.0,Comerciante,Casado,Buena
43,48285.26240481861,Maestría,Otro,35.0,Ama de casa,Viudo,Regular
60,53243.30123947639,Bachillerato,Femenino,45.0,nan,Casado,Regular
34,64012.55647776868,Universitario,Masculino,31.0,Ama de casa,Divorciado,Regular
35,54550.43148548578,Universitario,Otro,,Ingeniero,Soltero,Buena
58,41804.10421292988,Doctorado,Femenino,45.0,Ama de casa,Casado,Buena
35,63130.50227497413,Universitario,Masculino,47.0,Comerciante,Casado,Regular
55,,Universitario,Otro,46.0,Artista,Soltero,Buena
59,62437.58032078917,Universitario,Femenino,57.0,Doctor,Soltero,Buena
56,31672.699981209993,Bachillerato,Masculino,32.0,Ingeniero,Casado,Mala
30,58859.84775907599,Universitario,Masculino,27.0,Artista,Divorciado,Mala
24,38142.28170700112,Bachillerato,Masculino,45.0,Estudiante,Viudo,Regular
42,23713.835521581783,Doctorado,Otro,51.0,Ingeniero,Viudo,Regular
51,55495.98186401844,Universitario,Femenino,38.0,Doctor,Divorciado,Mala
32,82413.8995069082,Bachillerato,Femenino,29.0,Artista,Casado,Buena
23,63006.6686599678,Maestría,Masculino,24.0,nan,Divorciado,Regular
27,41260.39219011956,Maestría,Femenino,53.0,Artista,Viudo,Mala
55,52706.26760589353,Maestría,Otro,28.0,Comerciante,Soltero,Buena
56,60403.41571941132,Universitario,Femenino,21.0,Doctor,Divorciado,Regular
29,40531.746009956194,Doctorado,Masculino,54.0,Estudiante,Casado,Buena
43,46181.46133187427,Universitario,Masculino,40.0,Ama de casa,Viudo,Mala
34,52062.12490391046,Maestría,Otro,50.0,Ingeniero,Divorciado,Mala
37,28262.130847763765,Maestría,Masculino,39.0,Artista,Divorciado,Buena
41,48675.37569441212,Maestría,Masculino,32.0,Artista,Viudo,Regular
27,49842.05298764443,Doctorado,Femenino,38.0,Doctor,Soltero,Regular
60,31521.646738340387,Maestría,Masculino,54.0,Ingeniero,Viudo,Mala
59,37565.21939029635,Universitario,Femenino,48.0,Artista,Divorciado,Mala
59,44596.876039897645,Maestría,Otro,42.0,Estudiante,Viudo,Buena
57,36944.907338570185,Universitario,Femenino,55.0,Doctor,Soltero,Buena
44,,Universitario,Femenino,31.0,Ama de casa,Soltero,Buena
60,40068.58889840681,Universitario,Femenino,35.0,Estudiante,Soltero,Mala
29,59707.845913056015,Universitario,Masculino,51.0,Doctor,Divorciado,Buena
25,51404.9780642731,Doctorado,Masculino,31.0,Comerciante,Soltero,Buena
45,,Bachillerato,Masculino,59.0,Estudiante,Soltero,Buena
50,21255.559040590226,Maestría,Masculino,53.0,nan,Casado,Regular
48,48034.87670283319,Doctorado,Otro,21.0,Ingeniero,Casado,Buena
40,63390.56143528326,Maestría,Masculino,59.0,Comerciante,Viudo,Mala
47,21815.269655822183,Doctorado,Femenino,38.0,Estudiante,Casado,Regular
50,39588.27523447692,Maestría,Otro,54.0,Ama de casa,Viudo,Buena
20,36798.41477930157,Maestría,Femenino,29.0,Comerciante,Soltero,Buena
40,13731.378475266567,Maestría,Masculino,53.0,Artista,Viudo,Regular
58,44734.53635205774,Maestría,Otro,24.0,Artista,Soltero,Buena
42,65375.62016944333,Doctorado,Femenino,59.0,nan,Soltero,Mala
32,,Maestría,Masculino,37.0,Estudiante,Divorciado,Regular
20,46742.51821660666,Bachillerato,Femenino,60.0,Estudiante,Soltero,Mala
21,39584.06509658217,Doctorado,Otro,52.0,Artista,Viudo,Mala
51,56922.133655499834,Universitario,Femenino,51.0,Doctor,Divorciado,Mala
60,45589.12814957389,Universitario,Otro,30.0,Ingeniero,Divorciado,Mala
54,66490.83646031264,Bachillerato,Otro,29.0,Artista,Soltero,Mala
18,42985.40537239014,Bachillerato,Femenino,49.0,Estudiante,Casado,Buena
42,34237.664422129455,Universitario,Masculino,58.0,Doctor,Casado,Regular
56,75930.6622941801,Doctorado,Masculino,30.0,Artista,Divorciado,Buena
30,39975.28198568342,Universitario,Masculino,56.0,Ingeniero,Soltero,Buena
33,48051.78817466958,Universitario,Femenino,37.0,Doctor,Casado,Regular
44,81986.58054638292,Maestría,Femenino,20.0,Estudiante,Casado,Mala
41,64499.39400562468,Universitario,Masculino,60.0,Artista,Divorciado,Mala
47,,Doctorado,Otro,40.0,nan,Soltero,Mala
34,40979.33015497594,Maestría,Femenino,60.0,Artista,Viudo,Buena
36,60915.329085632016,Bachillerato,Masculino,51.0,Artista,Viudo,Buena
63,65454.01506022884,Universitario,Otro,48.0,Ingeniero,Soltero,Mala
51,30913.55508601342,Doctorado,Femenino,38.0,nan,Divorciado,Mala
21,64626.50122659479,Universitario,Otro,,Ingeniero,Soltero,Mala
56,48243.514934004845,Universitario,Otro,36.0,Comerciante,Casado,Regular
25,46139.10171554211,Universitario,Femenino,39.0,Doctor,Casado,Regular
38,50534.71107426156,Universitario,Otro,39.0,Estudiante,Soltero,Mala
42,42051.86759210409,Bachillerato,Femenino,33.0,Doctor,Soltero,Mala
20,36429.39700750641,Doctorado,Otro,53.0,Ama de casa,Divorciado,Mala
28,,Maestría,Masculino,34.0,Artista,Soltero,Mala
52,62114.5131624761,Doctorado,Otro,46.0,Doctor,Soltero,Buena
42,45447.44881008704,Maestría,Masculino,39.0,Ingeniero,Viudo,Buena
18,61046.29520990176,Universitario,Otro,60.0,Ingeniero,Divorciado,Buena
24,47700.88920361222,Maestría,Femenino,43.0,Ama de casa,Divorciado,Regular
31,26724.322873897716,Doctorado,Femenino,36.0,Estudiante,Viudo,Regular
56,70173.02368602814,Doctorado,Masculino,38.0,Estudiante,Viudo,Mala
43,63604.181129862816,Doctorado,Masculino,25.0,Ama de casa,Soltero,Buena
45,32697.198477752987,Bachillerato,Femenino,53.0,Ingeniero,Viudo,Regular
23,32244.96756132894,Doctorado,Masculino,26.0,Ama de casa,Soltero,Regular
63,50797.865509362986,Maestría,Otro,44.0,Ingeniero,Divorciado,Regular
59,35318.42347410444,Maestría,Femenino,31.0,Comerciante,Divorciado,Mala
41,37284.26765950905,Maestría,Otro,21.0,Ingeniero,Casado,Mala
42,73092.93329450462,Doctorado,Masculino,37.0,Estudiante,Soltero,Regular
31,52049.047435291584,Maestría,Femenino,35.0,Ingeniero,Casado,Buena
39,67094.4669604488,Doctorado,Masculino,42.0,Doctor,Divorciado,Buena
31,,Universitario,Otro,35.0,Artista,Soltero,Regular
20,48757.925032622494,Doctorado,Otro,49.0,Estudiante,Divorciado,Buena
59,,Bachillerato,Masculino,41.0,Doctor,Viudo,Regular
19,47447.806609776846,Bachillerato,Otro,60.0,Estudiante,Viudo,Regular
63,53845.82696212548,Universitario,Femenino,28.0,Ama de casa,Viudo,Mala
18,56864.85847220451,Universitario,Otro,60.0,Comerciante,Soltero,Mala
32,41095.08096705867,Bachillerato,Masculino,38.0,nan,Divorciado,Buena
54,49000.35162727305,Bachillerato,Masculino,34.0,Doctor,Viudo,Mala
25,31256.70192958335,Maestría,Otro,,Estudiante,Casado,Buena
27,23361.16794965755,Bachillerato,Masculino,30.0,Artista,Soltero,Regular
62,34244.6071856061,Maestría,Otro,57.0,Artista,Soltero,Buena
22,71371.50335947833,Universitario,Masculino,60.0,Ama de casa,Casado,Mala
34,55871.692425457906,Doctorado,Otro,59.0,Doctor,Soltero,Regular
34,51141.82537572107,Universitario,Masculino,46.0,Comerciante,Viudo,Buena
34,54263.73779265918,Doctorado,Femenino,59.0,nan,Viudo,Regular
21,59058.41503079678,Maestría,Otro,35.0,Ingeniero,Soltero,Regular
58,,Bachillerato,Femenino,56.0,Comerciante,Divorciado,Regular
20,45967.780922851554,Bachillerato,Femenino,23.0,Doctor,Viudo,Mala
50,60258.635569477316,Doctorado,Masculino,60.0,Estudiante,Soltero,Regular
24,48704.60809681583,Maestría,Otro,58.0,Ingeniero,Soltero,Buena
39,52282.847752856505,Maestría,Otro,56.0,Artista,Divorciado,Buena
46,17612.69151682954,Doctorado,Otro,38.0,Ingeniero,Casado,Regular
40,55171.59183681406,Doctorado,Masculino,43.0,Ama de casa,Casado,Mala
45,43785.285317213566,Bachillerato,Masculino,33.0,Estudiante,Viudo,Mala
22,54734.275213985195,Bachillerato,Otro,36.0,Doctor,Soltero,Mala
22,52317.44656257273,Bachillerato,Otro,37.0,Ama de casa,Casado,Buena
49,69538.54966682546,Doctorado,Otro,43.0,Ingeniero,Soltero,Buena
20,49045.522569026056,Universitario,Otro,40.0,Comerciante,Soltero,Buena
43,59746.425641860704,Doctorado,Masculino,49.0,Ingeniero,Divorciado,Regular
48,,Bachillerato,Femenino,24.0,Estudiante,Soltero,Buena
29,,Bachillerato,Otro,25.0,Doctor,Viudo,Regular
28,35047.322023522385,Doctorado,Masculino,28.0,Ingeniero,Viudo,Regular
20,53641.30339928672,Bachillerato,Femenino,23.0,Ama de casa,Casado,Mala
29,24939.30464421673,Maestría,Otro,,Estudiante,Divorciado,Regular
30,56385.002066163564,Bachillerato,Otro,34.0,Comerciante,Divorciado,Buena
38,56302.28835065213,Bachillerato,Masculino,24.0,Doctor,Soltero,Mala
27,74966.1677119216,Doctorado,Femenino,20.0,Artista,Casado,Buena
53,47544.08893220047,Maestría,Femenino,42.0,Comerciante,Viudo,Regular
24,,Bachillerato,Femenino,29.0,Estudiante,Divorciado,Buena
49,38747.90695263968,Universitario,Femenino,39.0,Ingeniero,Casado,Buena
45,55834.03361784445,Maestría,Femenino,24.0,Comerciante,Casado,Mala
28,45079.81833303155,Maestría,Masculino,41.0,nan,Casado,Buena
26,51025.33286967063,Doctorado,Femenino,34.0,Estudiante,Divorciado,Buena
43,46559.688006860415,Universitario,Masculino,,Ama de casa,Soltero,Buena
55,,Doctorado,Femenino,49.0,nan,Divorciado,Mala
33,30747.843050935488,Maestría,Femenino,58.0,Ama de casa,Viudo,Mala
44,27920.27983983785,Doctorado,Femenino,28.0,Ingeniero,Soltero,Regular
23,65528.20248981108,Doctorado,Otro,25.0,Estudiante,Soltero,Mala
36,47763.52556642474,Universitario,Masculino,57.0,Comerciante,Viudo,Buena
18,53800.340861595556,Maestría,Femenino,26.0,Estudiante,Divorciado,Regular
54,,Doctorado,Masculino,33.0,Estudiante,Viudo,Mala
50,57543.07333913739,Doctorado,Masculino,49.0,Artista,Soltero,Buena
55,46000.44763110331,Maestría,Masculino,25.0,Comerciante,Divorciado,Mala
36,61517.44100330232,Maestría,Femenino,35.0,Comerciante,Soltero,Buena
31,58085.016408903626,Maestría,Otro,55.0,Ingeniero,Viudo,Regular
37,51715.689768646465,Universitario,Otro,27.0,Doctor,Divorciado,Mala
20,50554.17125526589,Universitario,Masculino,22.0,nan,Soltero,Regular
58,,Maestría,Otro,43.0,Ama de casa,Viudo,Buena
59,48446.238229820825,Maestría,Otro,54.0,Doctor,Divorciado,Mala
18,,Bachillerato,Femenino,31.0,Comerciante,Divorciado,Buena
56,,Universitario,Femenino,49.0,Ama de casa,Viudo,Buena
18,26917.13128002772,Doctorado,Masculino,31.0,Ama de casa,Viudo,Buena
27,54416.329653453366,Bachillerato,Otro,,Ama de casa,Soltero,Mala
21,41686.10280236021,Bachillerato,Femenino,29.0,Comerciante,Viudo,Regular
23,55941.401269247435,Doctorado,Femenino,58.0,nan,Soltero,Mala
35,41508.62181706741,Universitario,Masculino,44.0,Artista,Soltero,Regular
36,41327.86176588744,Doctorado,Masculino,59.0,nan,Soltero,Regular
63,43003.153451814745,Bachillerato,Femenino,58.0,Estudiante,Divorciado,Mala
29,51206.22066200421,Bachillerato,Femenino,40.0,Estudiante,Divorciado,Buena
18,56585.655333398805,Maestría,Femenino,50.0,Comerciante,Viudo,Mala
56,49075.95633554513,Universitario,Otro,34.0,Estudiante,Viudo,Mala
62,60504.59967458364,Bachillerato,Masculino,24.0,Ama de casa,Casado,Mala
59,59717.54055324015,Doctorado,Masculino,58.0,Doctor,Soltero,Mala
35,,Bachillerato,Otro,33.0,Ama de casa,Casado,Mala
62,64012.82234045083,Bachillerato,Otro,48.0,Comerciante,Viudo,Mala
36,35323.84254896421,Maestría,Otro,26.0,Artista,Viudo,Regular
24,56270.31419882447,Universitario,Masculino,55.0,Doctor,Divorciado,Buena
33,39628.471378447284,Doctorado,Masculino,,nan,Divorciado,Mala
57,,Doctorado,Otro,34.0,Estudiante,Soltero,Mala
18,,Bachillerato,Femenino,27.0,Artista,Soltero,Regular
55,49956.25581858675,Maestría,Masculino,26.0,Estudiante,Soltero,Buena
54,62246.8452320152,Universitario,Otro,53.0,Estudiante,Viudo,Mala
25,17824.10855365713,Doctorado,Femenino,46.0,Comerciante,Soltero,Regular
63,,Bachillerato,Otro,44.0,Estudiante,Soltero,Mala
29,48089.93934863769,Bachillerato,Otro,37.0,Artista,Divorciado,Buena
22,63594.75952355907,Maestría,Femenino,25.0,Estudiante,Divorciado,Buena
24,60939.29672344043,Bachillerato,Otro,23.0,Ama de casa,Viudo,Buena
56,28332.04994460745,Universitario,Femenino,21.0,Artista,Divorciado,Mala
58,42182.32979582424,Universitario,Otro,49.0,Estudiante,Soltero,Mala
24,60631.265401531564,Bachillerato,Otro,46.0,Doctor,Viudo,Mala
34,,Maestría,Femenino,32.0,Comerciante,Casado,Buena
52,31937.766251068966,Bachillerato,Masculino,25.0,Comerciante,Casado,Mala
34,72411.08598991629,Bachillerato,Otro,57.0,Ama de casa,Casado,Regular
50,30364.161552031306,Universitario,Femenino,34.0,Doctor,Casado,Buena
46,,Bachillerato,Otro,43.0,nan,Viudo,Buena
54,23624.578905868504,Doctorado,Otro,39.0,Ama de casa,Viudo,Mala
50,54662.973728251825,Maestría,Femenino,39.0,Ama de casa,Soltero,Mala
26,26433.253822799226,Maestría,Otro,,Artista,Soltero,Mala
39,39647.864025174094,Universitario,Femenino,34.0,Doctor,Viudo,Regular
42,,Bachillerato,Otro,54.0,Estudiante,Divorciado,Mala
34,56602.59312533915,Universitario,Masculino,31.0,Doctor,Viudo,Mala
39,75488.06337348917,Bachillerato,Masculino,26.0,Ingeniero,Divorciado,Mala
28,75779.7431654144,Doctorado,Masculino,49.0,Ama de casa,Divorciado,Regular
50,58524.75293212839,Maestría,Otro,22.0,nan,Viudo,Mala
26,60846.94174990383,Universitario,Femenino,45.0,nan,Soltero,Buena
55,51111.3833685151,Bachillerato,Otro,25.0,Estudiante,Divorciado,Regular
24,44866.319462905216,Universitario,Otro,55.0,Estudiante,Divorciado,Regular
44,42549.394676636606,Universitario,Otro,53.0,Ingeniero,Soltero,Buena
60,60582.11454845761,Maestría,Femenino,32.0,Artista,Divorciado,Buena
45,69817.21955415377,Bachillerato,Femenino,37.0,Doctor,Soltero,Mala
63,54086.58350791799,Universitario,Femenino,50.0,Estudiante,Viudo,Regular
43,59613.186712674404,Universitario,Femenino,30.0,Comerciante,Casado,Buena
38,35567.640801323476,Maestría,Otro,57.0,Artista,Casado,Mala
38,,Doctorado,Masculino,41.0,Ama de casa,Divorciado,Buena
31,29376.189239762603,Bachillerato,Femenino,57.0,nan,Viudo,Buena
52,,Doctorado,Masculino,32.0,Estudiante,Divorciado,Mala
22,38088.84668230532,Bachillerato,Otro,34.0,Doctor,Soltero,Regular
32,34857.11733987815,Universitario,Masculino,34.0,Estudiante,Divorciado,Buena
42,29112.948497751422,Bachillerato,Otro,26.0,Doctor,Casado,Regular
19,46960.32285798971,Bachillerato,Femenino,30.0,Comerciante,Viudo,Mala
57,51016.297677880626,Maestría,Otro,52.0,Estudiante,Viudo,Buena
61,47736.524761440094,Bachillerato,Otro,32.0,Artista,Casado,Buena
31,58121.27482723882,Maestría,Masculino,,nan,Casado,Regular
54,60716.507820461375,Bachillerato,Otro,55.0,Ingeniero,Soltero,Regular
51,,Universitario,Masculino,48.0,Comerciante,Soltero,Regular
